,timestamp,price
0,2024-05-11 23:07:30.509,60900.91217858448
1,2024-05-12 00:04:59.614,60794.62996994819
2,2024-05-12 01:03:39.015,60970.84425996559
3,2024-05-12 02:02:59.682,60852.24431256182
4,2024-05-12 03:04:23.855,60918.92871490222
5,2024-05-12 04:02:56.714,60899.8805263828
6,2024-05-12 05:03:17.669,61092.78231027553
7,2024-05-12 06:02:13.984,61038.23348450181
8,2024-05-12 07:07:12.134,60943.72578257829
9,2024-05-12 08:04:33.723,60770.68605394167
10,2024-05-12 09:03:22.424,61004.1778909612
11,2024-05-12 10:05:43.255,60983.31589512767
12,2024-05-12 11:02:08.984,61129.68842738917
13,2024-05-12 12:02:23.943,61124.23072358595
14,2024-05-12 13:06:28.425,61127.32994256733
15,2024-05-12 14:02:29.931,61192.374306342885
16,2024-05-12 15:03:46.331,61137.1024934283
17,2024-05-12 16:03:52.706,61343.01787721173
18,2024-05-12 17:04:45.283,61335.78351592226
19,2024-05-12 18:04:33.173,61617.61668387327
20,2024-05-12 19:04:03.775,61359.222378965525
21,2024-05-12 20:01:44.928,61370.6041164787
22,2024-05-12 21:03:03.580,61283.90866089898
23,2024-05-12 22:06:16.813,61217.793717411136
24,2024-05-12 23:02:18.706,61289.84129283134
25,2024-05-13 00:05:25.970,61483.57956859696
26,2024-05-13 01:02:41.949,61477.73259399339
27,2024-05-13 02:01:04.022,61396.47942597874
28,2024-05-13 03:04:48.899,61045.93904295089
29,2024-05-13 04:07:20.084,61105.79234404049
30,2024-05-13 05:02:21.830,60957.755413686304
31,2024-05-13 06:07:28.137,60911.93493502443
32,2024-05-13 07:06:59.016,61523.22208208094
33,2024-05-13 08:02:12.545,62372.04914641129
34,2024-05-13 09:06:47.079,62779.465493647054
35,2024-05-13 10:03:28.332,63044.421992331445
36,2024-05-13 11:03:16.789,62696.38199274132
37,2024-05-13 12:04:39.970,62704.04428737638
38,2024-05-13 13:05:43.198,62828.340591909
39,2024-05-13 14:01:54.828,62806.20336434338
40,2024-05-13 15:04:26.492,62747.48025164516
41,2024-05-13 16:04:03.680,63006.72441190027
42,2024-05-13 17:04:15.771,63147.80566932386
43,2024-05-13 18:03:55.500,62810.08740013056
44,2024-05-13 19:01:59.848,62719.96140954148
45,2024-05-13 20:06:42.527,63105.10787334924
46,2024-05-13 21:06:35.663,63064.08945303417
47,2024-05-13 22:05:16.847,62851.33790146676
48,2024-05-13 23:04:40.582,62796.348028864515
49,2024-05-14 00:01:09.670,62904.91827180202
50,2024-05-14 01:05:46.345,62792.536773319815
51,2024-05-14 02:00:27.554,62643.06636548726
52,2024-05-14 03:03:14.153,62530.74609104688
53,2024-05-14 04:06:41.970,62422.121820453125
54,2024-05-14 05:06:39.770,62509.17640288571
55,2024-05-14 06:03:17.823,62662.17219647853
56,2024-05-14 07:01:32.643,62014.663860079105
